GEO_ID,NAME,DP03_0032E,DP03_0033E,DP03_0034E,DP03_0035E,DP03_0036E,DP03_0037E,DP03_0038E,DP03_0039E,DP03_0040E,DP03_0041E,DP03_0042E,DP03_0043E,DP03_0044E,DP03_0045E
0500000US06071,"San Bernardino County, California",791365,7431,59904,82634,30002,100778,56472,11514,42668,67683,179358,70290,36043,46588
0500000US06073,"San Diego County, California",1348077,11966,81976,122534,35581,142231,52298,29014,90724,196020,282931,144594,73152,85056
0500000US06075,"San Francisco County, California",446665,1130,16023,29079,10024,42315,15012,17971,38414,89930,88869,54107,25468,18323
0500000US06077,"San Joaquin County, California",264858,12810,17438,27430,10822,28767,16781,5011,12825,25012,57784,23977,12201,14000
0500000US06079,"San Luis Obispo County, California",116949,4759,9382,7791,2074,15981,4301,3772,4372,13269,25458,13722,5053,7015
0500000US06081,"San Mateo County, California",362295,2788,21010,26993,9701,33553,20839,10566,29568,59578,79507,33464,20337,14391
0500000US06083,"Santa Barbara County, California",187202,18031,9717,15318,4821,18284,4649,4444,8259,21276,41292,21402,9932,9777
0500000US06085,"Santa Clara County, California",834009,5591,42199,156189,18133,88192,20789,30861,41459,153969,160641,57324,37362,21300
0500000US06087,"Santa Cruz County, California",117481,7667,8233,9514,3041,12295,3792,2254,4943,13842,28318,13793,5821,3968
0500000US06089,"Shasta County, California",64021,2130,4562,3837,1771,6237,3623,1306,4626,6214,18024,5330,3184,3177
0500000US06095,"Solano County, California",180913,3036,10186,17511,5070,18728,11855,3880,13646,14521,39419,20652,7121,15288
0500000US06097,"Sonoma County, California",227836,5278,16982,22332,6951,31387,8049,5209,13553,24793,45633,23787,12927,10955
0500000US06099,"Stanislaus County, California",198972,11321,14636,26716,9122,26086,9314,2618,7241,13653,45076,15053,10521,7615
0500000US06101,"Sutter County, California",35905,5203,2485,1861,589,5373,1809,500,1777,2250,7873,2605,1494,2086
0500000US06107,"Tulare County, California",169217,31291,9511,11423,9748,19518,8111,1548,6049,10851,30438,11344,7846,11539
0500000US06111,"Ventura County, California",387454,17808,21334,36769,15180,43469,12723,9869,32303,48004,72035,35369,17832,24759
0500000US06113,"Yolo County, California",86907,4109,4282,3611,1763,8673,3474,2040,4140,8727,27357,7185,3995,7551
0500000US06115,"Yuba County, California",24520,1463,1356,1794,335,3801,2298,262,1044,1653,4767,2252,1204,2291
0500000US08001,"Adams County, Colorado",205967,3008,21591,17921,9694,23658,15549,5678,12909,24597,30710,18867,11488,10297
0500000US08005,"Arapahoe County, Colorado",290348,2512,20615,15962,8620,36778,15851,11832,26986,38911,56572,29666,13614,12429
0500000US08013,"Boulder County, Colorado",153738,1272,6880,18833,3637,13719,3904,4814,7602,27184,36567,17178,7797,4351
0500000US08031,"Denver County, Colorado",301802,2992,20879,18646,8827,27807,10990,11353,23986,51414,60833,36967,15328,11780
0500000US08035,"Douglas County, Colorado",147755,1621,9417,10973,3361,17379,5386,9439,18094,22649,26432,9757,6824,6423
0500000US08041,"El Paso County, Colorado",275722,1220,18952,20234,4168,32550,11020,7168,16748,37261,60661,30805,16665,18270
0500000US08059,"Jefferson County, Colorado",271398,3429,21404,21822,8518,30167,11173,8999,20886,41132,52008,23555,13278,15027
0500000US08069,"Larimer County, Colorado",151483,2557,9431,15746,3890,17112,4579,2727,9581,17005,39658,14091,7926,7180
0500000US08077,"Mesa County, Colorado",64449,4290,3852,3530,1498,8436,2924,1543,3671,4334,17548,6590,2605,3628
0500000US08101,"Pueblo County, Colorado",64170,722,4959,5086,1639,10765,2369,824,2614,5337,16363,7178,2037,4277
0500000US08123,"Weld County, Colorado",118678,4546,9797,13115,3415,17046,6306,1377,7511,11120,25836,9113,4387,5109
0500000US09001,"Fairfield County, Connecticut",432039,1141,27148,36725,12198,45981,13443,13382,51514,69894,93202,31391,24283,11737
0500000US09003,"Hartford County, Connecticut",432297,1517,19487,46720,10352,47056,17932,11177,50255,43906,107623,37478,17886,20908
0500000US09005,"Litchfield County, Connecticut",97532,1118,6671,12781,2537,9852,3320,2155,7190,11080,25409,7300,5350,2769
0500000US09007,"Middlesex County, Connecticut",83458,423,6688,9390,2392,8853,3034,2413,6756,8215,22533,5663,3409,3689
0500000US09009,"New Haven County, Connecticut",420431,1447,18646,51814,10140,45565,16306,10124,26025,37032,134278,35392,18863,14799
0500000US09011,"New London County, Connecticut",133119,339,7269,15809,2644,15000,5472,2033,5148,12439,31296,22490,6244,6936
0500000US09013,"Tolland County, Connecticut",79841,464,5145,8550,1666,8003,2434,1188,7629,7101,23599,5985,3436,4641
0500000US09015,"Windham County, Connecticut",57729,994,4163,6704,1651,7230,2755,622,2178,4127,17036,5194,2546,2529
0500000US10001,"Kent County, Delaware",68808,1178,4514,5322,827,10327,3305,1476,4064,3544,16898,6584,2804,7965
0500000US10003,"New Castle County, Delaware",261666,966,15127,24041,6152,26941,11990,4344,38004,26851,63103,21622,9908,12617
0500000US10005,"Sussex County, Delaware",80646,2573,8870,7668,1933,12156,3344,889,4361,5494,17104,7440,4713,4101
0500000US11001,"District of Columbia, District of Columbia",299127,174,8866,3113,2717,15923,11159,11748,15640,66452,55973,26169,26834,54359
0500000US12001,"Alachua County, Florida",112538,983,3705,3926,1780,12816,3401,1905,5862,11910,44064,11771,5558,4857
0500000US12005,"Bay County, Florida",75029,317,5332,3872,930,11004,3363,880,4385,8307,15341,9430,4719,7149
0500000US12009,"Brevard County, Florida",227358,771,15981,27933,3896,29433,7933,3202,12310,30740,47476,22761,10757,14165
0500000US12011,"Broward County, Florida",826452,4298,49957,40905,31052,112360,46568,17711,67144,108344,171463,86607,52591,37452
0500000US12015,"Charlotte County, Florida",53046,46,3485,2361,1070,8924,1590,519,3551,6715,13326,3981,3456,4022
0500000US12017,"Citrus County, Florida",44564,865,3191,2202,495,7226,3155,823,1380,3579,10660,6332,1579,3077
0500000US12019,"Clay County, Florida",81636,276,4440,4570,2386,10714,7127,1268,8655,10452,17410,5883,3719,4736
0500000US12021,"Collier County, Florida",123674,2615,11130,5028,4491,21667,2750,1708,8546,15524,20990,18720,5723,4782
0500000US12023,"Columbia County, Florida",25005,435,1901,1111,649,4116,2085,254,769,1331,6457,1558,1831,2508
0500000US12031,"Duval County, Florida",389770,672,21722,22161,10573,51785,25552,7790,46676,42808,85714,34224,17697,22396
0500000US12033,"Escambia County, Florida",114076,414,7084,5616,2562,14435,5886,1758,7757,12828,30485,12098,6465,6688
0500000US12035,"Flagler County, Florida",31840,49,1495,1485,807,3654,823,1002,3484,5387,6911,3807,1439,1497
0500000US12053,"Hernando County, Florida",56063,582,4829,2479,826,10511,3185,789,3468,4194,13668,5226,2761,3545
0500000US12055,"Highlands County, Florida",32036,3656,2303,1214,635,5555,1130,439,1185,1588,7119,2705,1886,2621
0500000US12057,"Hillsborough County, Florida",557854,7815,31629,32944,18108,67658,24915,14863,58157,74079,121250,59144,25955,21337
0500000US12061,"Indian River County, Florida",52019,1515,4011,1962,854,8787,2135,690,4179,5904,10699,6087,3777,1419
0500000US12069,"Lake County, Florida",117196,1803,6459,7678,2931,14260,6094,2095,8497,12018,27004,18010,4423,5924
0500000US12071,"Lee County, Florida",233140,2520,18232,7758,4747,36523,13021,4328,15500,29322,45397,31630,13745,10417
0500000US12073,"Leon County, Florida",127337,591,5660,3693,1946,12511,2889,1280,8079,13957,34973,14401,6442,20915
0500000US12081,"Manatee County, Florida",127401,1621,7251,9729,3255,19905,5182,1420,9369,14682,28038,14671,6588,5690
0500000US12083,"Marion County, Florida",113661,4864,9414,6790,3381,15439,4580,1988,6690,11959,25333,12238,5246,5739
0500000US12085,"Martin County, Florida",57783,614,3710,3949,926,7805,1790,836,3512,7830,13467,6095,3619,3630
0500000US12086,"Miami-Dade County, Florida",1075625,7748,74255,54937,45164,130845,73548,26799,78688,134619,217787,112057,78170,41008
0500000US12087,"Monroe County, Florida",37383,1430,3093,462,533,5384,2925,427,2211,3144,4741,8411,1746,2876
0500000US12089,"Nassau County, Florida",32590,0,3288,2730,931,3425,3102,503,1752,2322,6895,3558,1608,2476
0500000US12091,"Okaloosa County, Florida",81612,423,4438,4157,1535,12219,4218,1302,5759,9207,13743,10717,4274,9620
0500000US12095,"Orange County, Florida",548580,2582,32646,23039,14866,65901,31870,12054,36277,79407,103443,100412,26009,20074
0500000US12097,"Osceola County, Florida",117143,894,8139,4481,1611,18176,7821,1992,6081,12366,20003,27061,3583,4935
0500000US12099,"Palm Beach County, Florida",577572,8110,39760,22709,14634,81326,24127,13419,47843,81209,123750,63721,34344,22620
0500000US12101,"Pasco County, Florida",184267,1034,12874,9888,4902,28796,9462,3403,15615,18859,41329,19380,9999,8726
0500000US12103,"Pinellas County, Florida",409011,1619,24276,33853,11589,56772,15679,8175,36833,52263,89674,41297,21784,15197
0500000US12105,"Polk County, Florida",237723,4728,17511,15902,9638,34134,13751,2989,13822,21810,51154,32942,8759,10583
0500000US12107,"Putnam County, Florida",24582,981,2714,3156,698,3404,1704,283,195,1739,4816,2085,1569,1238
0500000US12109,"St. Johns County, Florida",88212,662,7068,5783,2826,11547,4162,1214,8777,10963,16851,9820,4619,3920
0500000US12111,"St. Lucie County, Florida",108310,1716,7015,6754,3198,19292,6198,1740,5829,9543,24687,10655,5843,5840
0500000US12113,"Santa Rosa County, Florida",63600,669,3829,3531,1651,9654,2292,1841,4252,8043,12264,7051,2227,6296
0500000US12115,"Sarasota County, Florida",146867,594,13558,6377,2914,21562,3452,2212,11747,17586,31911,19717,9669,5568
0500000US12117,"Seminole County, Florida",199357,1186,10789,12118,7198,26912,8676,6242,18559,28423,43040,19359,10510,6345
0500000US12119,"Sumter County, Florida",21079,577,1458,1038,337,2637,1119,182,1281,1664,5987,2956,914,929
0500000US12127,"Volusia County, Florida",193104,2847,14355,11296,5657,31528,8377,4601,12819,19524,40719,20559,12015,8807
0500000US13013,"Barrow County, Georgia",30391,86,2405,3677,1062,4689,1812,712,1861,2979,5988,2525,1414,1181
0500000US13015,"Bartow County, Georgia",40551,1058,3365,6469,577,6041,2219,1391,2257,3504,6510,4525,684,1951
0500000US13021,"Bibb County, Georgia",56710,355,3152,3672,1181,7019,2122,748,5861,3732,15734,4688,4464,3982
0500000US13031,"Bulloch County, Georgia",27305,494,1909,2515,572,2918,1116,196,1200,1115,9267,2999,1774,1230
0500000US13045,"Carroll County, Georgia",45665,267,4950,6713,2082,5924,2408,813,2144,3908,10390,3106,1693,1267
0500000US13051,"Chatham County, Georgia",117204,483,7260,9526,3212,15173,6553,1837,5887,11289,28590,13273,6434,7687
0500000US13057,"Cherokee County, Georgia",103598,334,8075,9291,3631,14382,4158,2710,8799,13003,20767,8401,5710,4337
0500000US13059,"Clarke County, Georgia",47393,579,2034,4312,652,5834,1076,707,1381,5021,16508,5545,1609,2135
0500000US13063,"Clayton County, Georgia",107789,612,8510,7899,2320,13593,13501,2489,5925,12046,17725,11604,5462,6103
0500000US13067,"Cobb County, Georgia",340191,857,24548,23843,13697,39948,16334,12480,27373,55690,65729,28195,16841,14656
0500000US13073,"Columbia County, Georgia",55470,279,3956,6152,1308,5994,2846,772,3272,5863,13651,4908,2299,4170
0500000US13077,"Coweta County, Georgia",56396,140,3478,7746,1649,9349,6344,984,2461,6518,8456,3029,3395,2847
0500000US13089,"DeKalb County, Georgia",317645,336,20388,18296,9081,31876,17854,12088,22229,46440,70937,30979,16209,20932
0500000US13095,"Dougherty County, Georgia",32465,1595,611,2442,588,4148,2023,457,880,2573,10257,2627,1626,2638
0500000US13097,"Douglas County, Georgia",58755,0,5588,5357,2574,7415,4907,2073,3807,7624,10142,3223,3452,2593
0500000US13113,"Fayette County, Georgia",49988,105,2255,3975,2208,4978,7434,1367,3389,5287,9223,4863,1938,2966
0500000US13115,"Floyd County, Georgia",37769,43,1879,5082,525,3416,1935,546,1663,3789,11238,3251,2462,1940
0500000US13117,"Forsyth County, Georgia",81464,319,6061,8843,3292,8944,3266,3848,7517,13885,10733,7416,5353,1987
0500000US13121,"Fulton County, Georgia",431345,1074,19605,27235,14536,48859,24765,21163,34997,75643,80023,48003,16680,18762
0500000US13127,"Glynn County, Georgia",34169,289,1201,1496,504,3760,2323,366,1418,3139,9083,6167,2120,2303
0500000US13135,"Gwinnett County, Georgia",382362,683,31583,33340,17197,52365,16512,12982,29858,49934,68641,31376,24746,13145
0500000US13139,"Hall County, Georgia",75227,1474,5017,15735,3280,7468,2801,1151,4045,6235,16121,5752,3710,2438
0500000US13151,"Henry County, Georgia",91762,582,3574,7499,3239,11987,11447,2641,6372,6820,18912,7121,4279,7289
0500000US13153,"Houston County, Georgia",60696,410,4384,4740,661,7852,2153,820,3231,4509,12225,5428,2266,12017
0500000US13185,"Lowndes County, Georgia",44721,935,1687,3077,924,8010,2098,399,2141,3148,12141,5398,1981,2782
0500000US13215,"Muscogee County, Georgia",71622,134,4040,6419,1023,8057,2787,875,7815,6195,18800,7700,3690,4087
0500000US13217,"Newton County, Georgia",40929,251,2658,5674,1579,4628,2722,971,1117,4239,11183,2812,1956,1139
0500000US13223,"Paulding County, Georgia",66079,499,4550,6035,3287,6911,5533,1973,4397,6976,13758,5316,3892,2952
0500000US13245,"Richmond County, Georgia",78341,347,5023,8537,1584,9219,4919,1930,2425,5542,20232,9464,3558,5561
0500000US13247,"Rockdale County, Georgia",37995,169,2214,6163,1137,3551,2121,1216,2414,3087,9444,2370,1900,2209
0500000US13285,"Troup County, Georgia",26060,0,1317,5293,616,3259,1779,215,1702,2122,5721,1943,1000,1093
0500000US13295,"Walker County, Georgia",28899,165,1480,5762,732,3796,1525,556,1117,2776,5474,2659,1275,1582
0500000US13297,"Walton County, Georgia",38496,218,3078,4699,2062,6149,1875,752,1801,2657,8432,1381,2507,2885
0500000US13313,"Whitfield County, Georgia",43476,58,2433,15966,1285,4333,1747,632,1695,2726,6424,3506,1611,1060
0500000US15001,"Hawaii County, Hawaii",79982,3757,9361,1712,1604,9102,3656,1111,3841,7783,17027,12772,3379,4877
0500000US15003,"Honolulu County, Hawaii",452669,3416,31171,14494,11858,52471,27064,7424,32415,41365,104217,60822,20236,45716
0500000US15007,"Kauai County, Hawaii",31613,1039,2567,416,882,3016,2436,690,1886,3190,5550,7105,1526,1310
0500000US15009,"Maui County, Hawaii",73905,2164,6182,1759,1434,8056,4328,813,5675,7600,10743,18053,3521,3577
0500000US16001,"Ada County, Idaho",185843,2671,10568,17914,5201,22354,7739,4368,12829,24442,40100,18693,6920,12044
0500000US16005,"Bannock County, Idaho",35920,571,2738,2824,1247,4328,2058,628,2319,3190,10204,3479,779,1555
0500000US16019,"Bonneville County, Idaho",45647,1386,2244,4065,1605,5772,1516,1463,2163,7429,8627,5438,1803,2136
0500000US16027,"Canyon County, Idaho",73768,3794,5024,9045,3468,8610,4446,1543,3596,7470,17126,2700,3876,3070
0500000US16055,"Kootenai County, Idaho",59952,688,5460,6496,1218,8012,1685,488,5380,5966,12755,6417,3135,2252
0500000US16083,"Twin Falls County, Idaho",35567,4350,2693,3574,692,5943,2100,492,2002,1939,7839,2047,1035,861
0500000US17001,"Adams County, Illinois",31219,896,1941,5031,905,6081,1662,486,1963,1460,6758,2116,1573,347
0500000US17019,"Champaign County, Illinois",96700,652,3687,6851,2168,9645,2660,3185,5522,7910,36792,10117,5348,2163
0500000US17031,"Cook County, Illinois",2367822,3251,110560,253304,67769,233915,143619,57227,193815,320861,534028,229813,123323,96337
0500000US17037,"DeKalb County, Illinois",51862,360,2883,7805,2122,5896,1602,1041,2053,4215,13526,6591,1657,2111
0500000US17043,"DuPage County, Illinois",465365,1641,21306,51915,19517,50509,26925,12483,44148,62583,99781,40191,21961,12405
0500000US17089,"Kane County, Illinois",239955,1616,14741,38409,9128,29522,14197,5175,16996,29633,46599,18146,8569,7224
0500000US17091,"Kankakee County, Illinois",48535,991,2739,6195,1852,6321,2743,708,2713,3421,11894,5118,2293,1547
0500000US17093,"Kendall County, Illinois",55817,419,3357,7706,2560,6049,3273,1164,3915,5818,12221,4858,1684,2793
0500000US17097,"Lake County, Illinois",332107,1022,13474,51916,14669,41576,13469,6706,23379,41844,63067,35424,15218,10343
0500000US17099,"LaSalle County, Illinois",53495,1913,3718,7511,654,7509,3401,827,2676,4170,11456,5002,2342,2316
0500000US17111,"McHenry County, Illinois",152679,1406,11390,25548,6160,16501,6985,3082,11258,16902,31146,12573,5690,4038
0500000US17113,"McLean County, Illinois",87438,850,3162,5878,1073,10074,3493,1860,18415,5726,21685,8792,4308,2122
0500000US17115,"Macon County, Illinois",46390,1001,2274,6318,1425,6150,3709,970,2332,3265,10296,4327,2699,1624
0500000US17119,"Madison County, Illinois",123020,949,8060,14221,3555,13646,9000,1306,9030,11109,28343,12569,6367,4865
0500000US17143,"Peoria County, Illinois",84627,434,3402,14684,2292,9368,3523,1587,4428,9673,21481,6124,3788,3843
0500000US17161,"Rock Island County, Illinois",68332,982,2864,12372,2312,7932,3337,1431,2862,5554,16824,5461,3957,2444
0500000US17163,"St. Clair County, Illinois",121253,1264,5536,10485,3021,14275,6332,1462,8823,12688,32623,10676,6406,7662
0500000US17167,"Sangamon County, Illinois",97607,936,4580,3950,2328,10534,4788,1838,7075,8069,25198,7414,5775,15122
0500000US17179,"Tazewell County, Illinois",60235,1150,3587,10712,1650,6507,3661,1057,3746,4613,13485,4535,3254,2278
0500000US17183,"Vermilion County, Illinois",32082,751,1730,5713,1262,4405,1507,585,1065,1439,8423,2339,1462,1401
0500000US17197,"Will County, Illinois",311382,1172,17860,36319,10641,39959,25657,6617,22509,34111,66771,23944,13966,11856
0500000US17199,"Williamson County, Illinois",27954,523,2189,1711,286,3290,1198,369,1484,2547,8665,2470,1099,2123
0500000US17201,"Winnebago County, Illinois",127255,462,6664,26392,2848,14144,6328,2109,5940,10144,31198,10458,6913,3655
0500000US18003,"Allen County, Indiana",157948,934,7237,29620,5106,20407,6347,2564,10216,13414,38873,13367,6863,3000
0500000US18005,"Bartholomew County, Indiana",36534,137,1585,12232,384,4185,908,143,1178,2530,7326,3216,1427,1283
0500000US18019,"Clark County, Indiana",53298,165,2914,7376,1004,5315,3870,436,4149,4769,11333,6336,2655,2976
0500000US18035,"Delaware County, Indiana",50428,502,2513,4893,1070,7174,1460,627,2101,3397,17248,5458,2412,1573
0500000US18039,"Elkhart County, Indiana",86514,615,4792,29940,2429,9342,3287,910,3955,4742,14391,6029,4430,1652
0500000US18043,"Floyd County, Indiana",35788,117,2216,6596,1087,3888,1505,356,2312,3622,8315,2981,1235,1558
0500000US18053,"Grant County, Indiana",28684,313,1901,4432,267,4347,1175,663,551,1243,8125,3825,1244,598
0500000US18057,"Hamilton County, Indiana",140815,1338,5639,17746,5169,13898,4946,2745,15620,19248,32769,10333,6460,4904
0500000US18059,"Hancock County, Indiana",31877,578,2964,3804,1335,4157,1165,866,1311,2988,6674,2671,2107,1257
0500000US18063,"Hendricks County, Indiana",70333,121,5421,9565,2303,8076,5675,902,4801,6063,15495,5299,3697,2915
0500000US18067,"Howard County, Indiana",32634,561,1447,7702,416,5272,815,597,1398,1692,7216,3528,1095,895
0500000US18081,"Johnson County, Indiana",66979,989,4104,10288,1988,8588,5128,1277,3686,4992,12931,5646,4739,2623
0500000US18085,"Kosciusko County, Indiana",36842,792,1198,13590,708,4404,687,877,1911,1514,5885,3156,1690,430
0500000US18089,"Lake County, Indiana",206980,825,12753,32198,4450,23483,14589,3957,9939,14060,49918,19997,11593,9218
0500000US18091,"LaPorte County, Indiana",46537,610,3310,8953,1306,5133,2997,303,1779,3630,9700,5093,2679,1044
0500000US18095,"Madison County, Indiana",55285,893,3661,6739,1400,6659,2398,1141,3265,4719,12870,4644,3455,3441
0500000US18097,"Marion County, Indiana",413741,935,17823,50828,12573,53163,24818,7224,28445,44070,89374,47405,18766,18317
0500000US18105,"Monroe County, Indiana",62689,365,3619,5812,852,4866,1121,1495,2490,3366,24757,9204,2364,2378
0500000US18109,"Morgan County, Indiana",30287,1082,2592,4794,599,2840,2451,161,2140,2493,5787,2415,1621,1312
0500000US18127,"Porter County, Indiana",73994,449,5418,13102,1660,9194,2958,1336,3884,5698,17394,6670,3890,2341
0500000US18141,"St. Joseph County, Indiana",117318,394,5206,18400,3505,14897,5110,1299,5545,8544,33593,12332,5257,3236
0500000US18157,"Tippecanoe County, Indiana",81865,1160,3737,9772,1515,10201,1784,1028,4002,5056,28163,9417,3702,2328
0500000US18163,"Vanderburgh County, Indiana",86691,1008,5562,15224,1872,11868,4961,2152,5059,5813,19153,7537,4769,1713
0500000US18167,"Vigo County, Indiana",46921,304,3275,6577,783,6525,1605,447,2121,4050,12955,3767,2241,2271
0500000US18177,"Wayne County, Indiana",27321,193,1605,5695,526,2970,1239,208,1351,1555,7597,2111,1024,1247
0500000US19013,"Black Hawk County, Iowa",65338,395,2947,12551,2088,8361,2953,1069,4321,4609,15624,5358,3294,1768
0500000US19049,"Dallas County, Iowa",36172,1139,2676,3594,1334,4562,1429,735,6208,2797,6706,2174,1931,887
0500000US19061,"Dubuque County, Iowa",48745,646,2784,6474,1506,7151,1984,1621,2702,3154,12358,4639,2217,1509
0500000US19103,"Johnson County, Iowa",72153,1010,2215,4505,1775,7308,2483,1020,4669,5829,29261,8083,2878,1117
0500000US19113,"Linn County, Iowa",112119,645,6608,19584,3656,13605,4872,3953,9683,10846,23370,8270,4666,2361
0500000US19153,"Polk County, Iowa",229522,3327,13158,17356,6695,24135,9194,5450,41267,21388,47110,20628,9692,10122
0500000US19155,"Pottawattamie County, Iowa",47854,777,3961,4435,1440,5487,4307,1346,3865,3428,10829,4523,1981,1475
0500000US19163,"Scott County, Iowa",79831,929,4314,12850,3066,9498,3880,1358,5461,6177,17984,6876,3821,3617
0500000US19169,"Story County, Iowa",47928,1695,2207,4041,722,4749,1876,463,2617,3496,17330,4433,1538,2761
0500000US19193,"Woodbury County, Iowa",50225,1431,3615,9063,1345,6684,1990,1264,3205,3223,11091,3870,2057,1387
0500000US20015,"Butler County, Kansas",30233,567,2735,6106,542,3620,909,824,1476,1360,8313,1532,934,1315
0500000US20045,"Douglas County, Kansas",59164,585,2946,4159,1020,7352,1827,1209,3035,5650,20921,5963,2692,1805
0500000US20091,"Johnson County, Kansas",290308,1749,13489,23445,11660,33595,10715,12121,29022,44028,65263,23949,13455,7817
0500000US20103,"Leavenworth County, Kansas",30372,152,2666,2053,452,4215,1586,608,2010,2530,7563,2135,1085,3317
0500000US20161,"Riley County, Kansas",34192,414,1499,1687,190,4515,752,789,2111,2324,12996,3766,1234,1915
0500000US20173,"Sedgwick County, Kansas",233995,2077,15153,44527,7432,25753,9645,4078,11894,18691,53526,21813,9909,9497
0500000US20177,"Shawnee County, Kansas",83890,616,3967,5455,1871,12886,3917,1550,5682,7919,19613,7324,4498,8592
0500000US20209,"Wyandotte County, Kansas",66582,274,6874,9295,1746,6869,4179,905,3638,6569,13345,6951,2038,3899
0500000US21015,"Boone County, Kentucky",59373,396,2977,7868,2100,7242,5871,1436,3999,5286,12362,5223,2067,2546
0500000US21029,"Bullitt County, Kentucky",35090,177,2913,5650,1493,4326,3898,423,2155,2784,6367,2097,1265,1542
0500000US21037,"Campbell County, Kentucky",43946,435,2756,4792,680,5271,2718,882,3498,4060,11417,3500,1737,2200
0500000US21047,"Christian County, Kentucky",21145,896,824,3086,414,2154,810,357,1374,1834,5249,1052,1039,2056
0500000US21059,"Daviess County, Kentucky",41730,923,3597,7780,472,5794,1967,428,2248,3084,9388,2873,2105,1071
0500000US21067,"Fayette County, Kentucky",150665,4387,6827,12688,3408,16689,4290,3513,6932,15125,45586,17282,8627,5311
0500000US21093,"Hardin County, Kentucky",39681,695,1851,3461,752,5666,2007,768,2424,2765,10836,2705,1835,3916
0500000US21111,"Jefferson County, Kentucky",341851,21,14235,35256,10614,35956,25353,11131,27397,34655,84923,34351,18040,9919
0500000US21117,"Kenton County, Kentucky",76320,140,4457,9677,2943,8213,5282,1943,7588,7488,14248,7080,3382,3879
0500000US21145,"McCracken County, Kentucky",27385,589,2185,2390,1235,4138,1116,891,604,3510,5399,3101,1339,888
0500000US21151,"Madison County, Kentucky",39601,180,2453,4490,1543,5266,887,1075,2042,2049,11042,6028,1402,1144
0500000US21195,"Pike County, Kentucky",19315,3321,650,1021,311,2205,1332,392,876,1070,5306,866,1119,846
0500000US21227,"Warren County, Kentucky",52042,413,2937,6517,1272,8303,2289,987,1907,3703,14817,5108,2216,1573
0500000US22005,"Ascension Parish, Louisiana",48974,298,5396,7450,1591,6605,2500,1091,3247,3657,9798,2432,2348,2561
0500000US22015,"Bossier Parish, Louisiana",55284,2229,3878,4059,1132,7400,3222,1194,3954,4062,11662,4896,3619,3977
0500000US22017,"Caddo Parish, Louisiana",111374,3057,6465,7582,3666,12573,5512,2136,5853,8194,30878,14777,5641,5040
0500000US22019,"Calcasieu Parish, Louisiana",83060,1307,6440,9095,2628,9518,4238,852,3839,6383,19528,10704,3938,4590
